"source_file","ref_id","source","year","location_country","location_region","lat","lon","n_obs","obs_type","pred_class","pred_order","pred_genus","pred_species","pred_mass_g","pred_meas_note","prey_class","prey_order","prey_family","prey_genus","prey_species","prey_mass_g","count","certainty","notes"
"new_113sexualdimorphism.pdf",52,"Houston_Shine_1993_JAnimEcol_62_737",1993,"Australia","Magela_Creek_Kakadu_NT",NA,NA,NA,"Stomach","Reptilia","Squamata","Acrochordus","arafurae",NA,"Acrochordus arafurae piscivorous; extreme sexual size dimorphism (F to 2.0m, M to 1.5m); FEMALES single large prey (high PPMR) vs MALES many small prey (low PPMR); prey SL 35-480mm; Magela Ck Kakadu NT Australia; prey masses->FishBase mass layer","Actinopterygii",NA,"Plotosidae","Plotosidae","indet",NA,NA,1,"fish prey; eel-tailed catfish; common in males"
"new_113sexualdimorphism.pdf",53,"Houston_Shine_1993_JAnimEcol_62_737",1993,"Australia","Magela_Creek_Kakadu_NT",NA,NA,NA,"Stomach","Reptilia","Squamata","Acrochordus","arafurae",NA,"Acrochordus arafurae piscivorous; extreme sexual size dimorphism (F to 2.0m, M to 1.5m); FEMALES single large prey (high PPMR) vs MALES many small prey (low PPMR); prey SL 35-480mm; Magela Ck Kakadu NT Australia; prey masses->FishBase mass layer","Actinopterygii",NA,"Melanotaeniidae","Melanotaenia","splendida",NA,NA,1,"fish prey; chequered rainbowfish"
"new_113sexualdimorphism.pdf",54,"Houston_Shine_1993_JAnimEcol_62_737",1993,"Australia","Magela_Creek_Kakadu_NT",NA,NA,NA,"Stomach","Reptilia","Squamata","Acrochordus","arafurae",NA,"Acrochordus arafurae piscivorous; extreme sexual size dimorphism (F to 2.0m, M to 1.5m); FEMALES single large prey (high PPMR) vs MALES many small prey (low PPMR); prey SL 35-480mm; Magela Ck Kakadu NT Australia; prey masses->FishBase mass layer","Actinopterygii",NA,"Eleotridae","Hypseleotris","compressa",NA,NA,1,"fish prey; empire fish"
"new_113sexualdimorphism.pdf",55,"Houston_Shine_1993_JAnimEcol_62_737",1993,"Australia","Magela_Creek_Kakadu_NT",NA,NA,NA,"Stomach","Reptilia","Squamata","Acrochordus","arafurae",NA,"Acrochordus arafurae piscivorous; extreme sexual size dimorphism (F to 2.0m, M to 1.5m); FEMALES single large prey (high PPMR) vs MALES many small prey (low PPMR); prey SL 35-480mm; Magela Ck Kakadu NT Australia; prey masses->FishBase mass layer","Actinopterygii",NA,"Ambassidae","Denariusa","bandata",NA,NA,1,"fish prey; penny fish; SMALLEST prey SL ~35mm"
"new_animals-14-02610.pdf",56,"Gonzalez-Solorzano_et_al_2024_Animals_14_2610",2024,"Mexico","Laguna_de_las_Ilusiones_Tabasco",NA,NA,NA,"Stomach","Crocodylia","Crocodylia","Crocodylus","moreletii",NA,"hatchling C. moreletii TL 300-509mm (mean 415, n=31); stomach-flush; OCCURRENCE/RII-based, no paired masses; diet ~all small inverts (Coleoptera 87% FO, Hemiptera, Araneae); minor fish+birds (birds unprecedented in hatchling crocs = scavenged fallen chicks); Tabasco Mexico","Insecta","Coleoptera","Invertebrate","Coleoptera","indet",NA,NA,1,"occurrence/RII; dominant; %FO 87, RII high"
"new_animals-14-02610.pdf",57,"Gonzalez-Solorzano_et_al_2024_Animals_14_2610",2024,"Mexico","Laguna_de_las_Ilusiones_Tabasco",NA,NA,NA,"Stomach","Crocodylia","Crocodylia","Crocodylus","moreletii",NA,"hatchling C. moreletii TL 300-509mm (mean 415, n=31); stomach-flush; OCCURRENCE/RII-based, no paired masses; diet ~all small inverts (Coleoptera 87% FO, Hemiptera, Araneae); minor fish+birds (birds unprecedented in hatchling crocs = scavenged fallen chicks); Tabasco Mexico","Insecta","Hemiptera","Invertebrate","Hemiptera","indet",NA,NA,1,"occurrence/RII; secondary; %FO ~57-100"
"new_animals-14-02610.pdf",58,"Gonzalez-Solorzano_et_al_2024_Animals_14_2610",2024,"Mexico","Laguna_de_las_Ilusiones_Tabasco",NA,NA,NA,"Stomach","Crocodylia","Crocodylia","Crocodylus","moreletii",NA,"hatchling C. moreletii TL 300-509mm (mean 415, n=31); stomach-flush; OCCURRENCE/RII-based, no paired masses; diet ~all small inverts (Coleoptera 87% FO, Hemiptera, Araneae); minor fish+birds (birds unprecedented in hatchling crocs = scavenged fallen chicks); Tabasco Mexico","Arachnida","Araneae","Invertebrate","Araneae","indet",NA,NA,1,"occurrence/RII; secondary; %FO ~80-86"
"new_animals-14-02610.pdf",59,"Gonzalez-Solorzano_et_al_2024_Animals_14_2610",2024,"Mexico","Laguna_de_las_Ilusiones_Tabasco",NA,NA,NA,"Stomach","Crocodylia","Crocodylia","Crocodylus","moreletii",NA,"hatchling C. moreletii TL 300-509mm (mean 415, n=31); stomach-flush; OCCURRENCE/RII-based, no paired masses; diet ~all small inverts (Coleoptera 87% FO, Hemiptera, Araneae); minor fish+birds (birds unprecedented in hatchling crocs = scavenged fallen chicks); Tabasco Mexico","Actinopterygii",NA,"Actinopterygii","Actinopterygii","indet",NA,NA,1,"occurrence/RII; minor vertebrate prey; increases with TL"
"new_animals-14-02610.pdf",60,"Gonzalez-Solorzano_et_al_2024_Animals_14_2610",2024,"Mexico","Laguna_de_las_Ilusiones_Tabasco",NA,NA,NA,"Stomach","Crocodylia","Crocodylia","Crocodylus","moreletii",NA,"hatchling C. moreletii TL 300-509mm (mean 415, n=31); stomach-flush; OCCURRENCE/RII-based, no paired masses; diet ~all small inverts (Coleoptera 87% FO, Hemiptera, Araneae); minor fish+birds (birds unprecedented in hatchling crocs = scavenged fallen chicks); Tabasco Mexico","Aves",NA,"Aves","Aves","indet",NA,NA,1,"occurrence/RII; minor; scavenged fallen chicks; unprecedented in hatchling crocs"
"new_Diet_2008.pdf",61,"Wallace_Leslie_2008_JHerpetol_42_361",2008,"Botswana","Okavango_Delta",NA,NA,NA,"Stomach","Crocodylia","Crocodylia","Crocodylus","niloticus",NA,"C. niloticus stomach-lavage N=286 (SVL 17-166cm, 3 size classes); OCCURRENCE/%composition, no per-item masses; total stomach LOAD only 0.1-0.45% of body mass (fullness, not PPMR); ontogenetic shift inverts(yearling)->fish-dominated(subadult 68% fish)+mammals; Okavango Botswana","Insecta","Insecta",NA,"Insecta","indet",NA,NA,1,"occurrence/%composition; dominant yearling/juv (Coleoptera/Hemiptera)"
"new_Diet_2008.pdf",62,"Wallace_Leslie_2008_JHerpetol_42_361",2008,"Botswana","Okavango_Delta",NA,NA,NA,"Stomach","Crocodylia","Crocodylia","Crocodylus","niloticus",NA,"C. niloticus stomach-lavage N=286 (SVL 17-166cm, 3 size classes); OCCURRENCE/%composition, no per-item masses; total stomach LOAD only 0.1-0.45% of body mass (fullness, not PPMR); ontogenetic shift inverts(yearling)->fish-dominated(subadult 68% fish)+mammals; Okavango Botswana","Arachnida","Araneae",NA,"Arachnida","indet",NA,NA,1,"occurrence/%composition; common yearling (Pisauridae)"
"new_Diet_2008.pdf",63,"Wallace_Leslie_2008_JHerpetol_42_361",2008,"Botswana","Okavango_Delta",NA,NA,NA,"Stomach","Crocodylia","Crocodylia","Crocodylus","niloticus",NA,"C. niloticus stomach-lavage N=286 (SVL 17-166cm, 3 size classes); OCCURRENCE/%composition, no per-item masses; total stomach LOAD only 0.1-0.45% of body mass (fullness, not PPMR); ontogenetic shift inverts(yearling)->fish-dominated(subadult 68% fish)+mammals; Okavango Botswana","Malacostraca","Decapoda",NA,"Crustacea","indet",NA,NA,1,"occurrence/%composition; juvenile crustacea 17%"
"new_Diet_2008.pdf",64,"Wallace_Leslie_2008_JHerpetol_42_361",2008,"Botswana","Okavango_Delta",NA,NA,NA,"Stomach","Crocodylia","Crocodylia","Crocodylus","niloticus",NA,"C. niloticus stomach-lavage N=286 (SVL 17-166cm, 3 size classes); OCCURRENCE/%composition, no per-item masses; total stomach LOAD only 0.1-0.45% of body mass (fullness, not PPMR); ontogenetic shift inverts(yearling)->fish-dominated(subadult 68% fish)+mammals; Okavango Botswana","Actinopterygii",NA,NA,"Teleostei","indet",NA,NA,1,"occurrence/%composition; DOMINANT subadult prey 68-80% (Hepsetidae/Cichlidae/Siluriformes/Mormyridae)"
"new_Diet_2008.pdf",65,"Wallace_Leslie_2008_JHerpetol_42_361",2008,"Botswana","Okavango_Delta",NA,NA,NA,"Stomach","Crocodylia","Crocodylia","Crocodylus","niloticus",NA,"C. niloticus stomach-lavage N=286 (SVL 17-166cm, 3 size classes); OCCURRENCE/%composition, no per-item masses; total stomach LOAD only 0.1-0.45% of body mass (fullness, not PPMR); ontogenetic shift inverts(yearling)->fish-dominated(subadult 68% fish)+mammals; Okavango Botswana","Mammalia","Rodentia",NA,"Mammalia","indet",NA,NA,1,"occurrence/%composition; increases with size; Muroidea/Soricidae; subadult ~9-11%"
"new_Diet_2008.pdf",66,"Wallace_Leslie_2008_JHerpetol_42_361",2008,"Botswana","Okavango_Delta",NA,NA,NA,"Stomach","Crocodylia","Crocodylia","Crocodylus","niloticus",NA,"C. niloticus stomach-lavage N=286 (SVL 17-166cm, 3 size classes); OCCURRENCE/%composition, no per-item masses; total stomach LOAD only 0.1-0.45% of body mass (fullness, not PPMR); ontogenetic shift inverts(yearling)->fish-dominated(subadult 68% fish)+mammals; Okavango Botswana","Amphibia","Anura",NA,"Amphibia","indet",NA,NA,1,"occurrence/%composition; yearling/juvenile minor"
"new_Diet_2008.pdf",67,"Wallace_Leslie_2008_JHerpetol_42_361",2008,"Botswana","Okavango_Delta",NA,NA,NA,"Stomach","Crocodylia","Crocodylia","Crocodylus","niloticus",NA,"C. niloticus stomach-lavage N=286 (SVL 17-166cm, 3 size classes); OCCURRENCE/%composition, no per-item masses; total stomach LOAD only 0.1-0.45% of body mass (fullness, not PPMR); ontogenetic shift inverts(yearling)->fish-dominated(subadult 68% fish)+mammals; Okavango Botswana","Reptilia","Squamata",NA,"Squamata","indet",NA,NA,1,"occurrence/%composition; minor (subadult)"
"new_MBI_2016_Bontemps_etal.pdf",68,"Bontemps_et_al_2016_MBI_7_287",2016,"Puerto_Rico","Tortuguero_Lagoon_introduced",NA,NA,NA,"Stomach","Crocodylia","Crocodylia","Caiman","crocodilus",NA,"Caiman crocodilus INTRODUCED/invasive Puerto Rico; stomach contents N=138 (SVL 12-94cm); OCCURRENCE-frequency ONLY (no counts/masses/volume); dominated by aquatic insects (Belostoma)+fish (Eleotris/Oreochromis)+gastropods; minor birds/mammals/reptiles in adults; ontogenetic insects->fish; Tortuguero Lagoon","Insecta","Hemiptera",NA,"Insecta","indet",NA,NA,1,"occurrence-FO only; dominant 90% FO hatchling (Belostoma, Stratiomyidae larva)"
"new_MBI_2016_Bontemps_etal.pdf",69,"Bontemps_et_al_2016_MBI_7_287",2016,"Puerto_Rico","Tortuguero_Lagoon_introduced",NA,NA,NA,"Stomach","Crocodylia","Crocodylia","Caiman","crocodilus",NA,"Caiman crocodilus INTRODUCED/invasive Puerto Rico; stomach contents N=138 (SVL 12-94cm); OCCURRENCE-frequency ONLY (no counts/masses/volume); dominated by aquatic insects (Belostoma)+fish (Eleotris/Oreochromis)+gastropods; minor birds/mammals/reptiles in adults; ontogenetic insects->fish; Tortuguero Lagoon","Actinopterygii",NA,NA,"Teleostei","indet",NA,NA,1,"occurrence-FO only; increases w size; adult 38% FO (Eleotris, Oreochromis)"
"new_MBI_2016_Bontemps_etal.pdf",70,"Bontemps_et_al_2016_MBI_7_287",2016,"Puerto_Rico","Tortuguero_Lagoon_introduced",NA,NA,NA,"Stomach","Crocodylia","Crocodylia","Caiman","crocodilus",NA,"Caiman crocodilus INTRODUCED/invasive Puerto Rico; stomach contents N=138 (SVL 12-94cm); OCCURRENCE-frequency ONLY (no counts/masses/volume); dominated by aquatic insects (Belostoma)+fish (Eleotris/Oreochromis)+gastropods; minor birds/mammals/reptiles in adults; ontogenetic insects->fish; Tortuguero Lagoon","Gastropoda",NA,NA,"Gastropoda","indet",NA,NA,1,"occurrence-FO only; Melanoides/Tarebia; peaks juvenile"
"new_MBI_2016_Bontemps_etal.pdf",71,"Bontemps_et_al_2016_MBI_7_287",2016,"Puerto_Rico","Tortuguero_Lagoon_introduced",NA,NA,NA,"Stomach","Crocodylia","Crocodylia","Caiman","crocodilus",NA,"Caiman crocodilus INTRODUCED/invasive Puerto Rico; stomach contents N=138 (SVL 12-94cm); OCCURRENCE-frequency ONLY (no counts/masses/volume); dominated by aquatic insects (Belostoma)+fish (Eleotris/Oreochromis)+gastropods; minor birds/mammals/reptiles in adults; ontogenetic insects->fish; Tortuguero Lagoon","Malacostraca","Decapoda",NA,"Crustacea","indet",NA,NA,1,"occurrence-FO only; Macrobrachium"
"new_MBI_2016_Bontemps_etal.pdf",72,"Bontemps_et_al_2016_MBI_7_287",2016,"Puerto_Rico","Tortuguero_Lagoon_introduced",NA,NA,NA,"Stomach","Crocodylia","Crocodylia","Caiman","crocodilus",NA,"Caiman crocodilus INTRODUCED/invasive Puerto Rico; stomach contents N=138 (SVL 12-94cm); OCCURRENCE-frequency ONLY (no counts/masses/volume); dominated by aquatic insects (Belostoma)+fish (Eleotris/Oreochromis)+gastropods; minor birds/mammals/reptiles in adults; ontogenetic insects->fish; Tortuguero Lagoon","Mammalia",NA,NA,"Mammalia","indet",NA,NA,1,"occurrence-FO only; minor; adult only ~4% FO"
"new_MBI_2016_Bontemps_etal.pdf",73,"Bontemps_et_al_2016_MBI_7_287",2016,"Puerto_Rico","Tortuguero_Lagoon_introduced",NA,NA,NA,"Stomach","Crocodylia","Crocodylia","Caiman","crocodilus",NA,"Caiman crocodilus INTRODUCED/invasive Puerto Rico; stomach contents N=138 (SVL 12-94cm); OCCURRENCE-frequency ONLY (no counts/masses/volume); dominated by aquatic insects (Belostoma)+fish (Eleotris/Oreochromis)+gastropods; minor birds/mammals/reptiles in adults; ontogenetic insects->fish; Tortuguero Lagoon","Aves",NA,NA,"Aves","indet",NA,NA,1,"occurrence-FO only; minor; adult only ~4% FO"
