"file","path","category","format","size_kb","obstype_hint","status","target_table","n_obs","ref_ids","date_added","date_processed","notes"
"PeregrineRankin.pdf","pdfs/extant_to_ingest/toadd/PeregrineRankin.pdf","extant_pdf","pdf","198","unknown","queued","",NA,"","2026-05-29","",""
"Phrynosoma.pdf","pdfs/extant_to_ingest/toadd/Phrynosoma.pdf","extant_pdf","pdf","775","unknown","queued","",NA,"","2026-05-29","",""
"PIIS0960982222019868.pdf","pdfs/extant_to_ingest/literature/PIIS0960982222019868.pdf","extant_pdf","pdf","4520","unknown","queued","",NA,"","2026-05-29","",""
"PineMartenColorado.pdf","pdfs/extant_to_ingest/toadd/PineMartenColorado.pdf","extant_pdf","pdf","232","unknown","queued","",NA,"","2026-05-29","",""
"Piscivores.pdf","pdfs/extant_to_ingest/toadd/Piscivores.pdf","extant_pdf","pdf","1729","unknown","queued","",NA,"","2026-05-29","",""
"Plestiodon_Diet.pdf","pdfs/extant_to_ingest/toadd/Plestiodon_Diet.pdf","extant_pdf","pdf","140","unknown","queued","",NA,"","2026-05-29","",""
"plumbeusKite.pdf","pdfs/extant_to_ingest/toadd/plumbeusKite.pdf","extant_pdf","pdf","941","unknown","queued","",NA,"","2026-05-29","",""
"PolarBearII.pdf","pdfs/extant_to_ingest/toadd/PolarBearII.pdf","extant_pdf","pdf","99","unknown","queued","",NA,"","2026-05-29","",""
"s00114-016-1351-6.pdf","pdfs/extant_to_ingest/ai_found/s00114-016-1351-6.pdf","extant_pdf","pdf","2089","unknown","queued","",NA,"","2026-05-29","",""
"SETIYONONoske2014_Falconettakingbabbler_482-1235-1-PB.pdf","pdfs/extant_to_ingest/toadd/SETIYONONoske2014_Falconettakingbabbler_482-1235-1-PB.pdf","extant_pdf","pdf","632","unknown","queued","",NA,"","2026-05-29","",""
"SHORT_COMMUNICATION_Feeding_habits_of_oc.pdf","pdfs/extant_to_ingest/toadd/SHORT_COMMUNICATION_Feeding_habits_of_oc.pdf","extant_pdf","pdf","137","unknown","queued","",NA,"","2026-05-29","",""
"SkunksIowa.pdf","pdfs/extant_to_ingest/toadd/SkunksIowa.pdf","extant_pdf","pdf","1264","unknown","queued","",NA,"","2026-05-29","",""
"SkunksNewYork.pdf","pdfs/extant_to_ingest/toadd/SkunksNewYork.pdf","extant_pdf","pdf","326","unknown","queued","",NA,"","2026-05-29","",""
"SnowyOwlMontana.pdf","pdfs/extant_to_ingest/toadd/SnowyOwlMontana.pdf","extant_pdf","pdf","199","pellet","queued","",NA,"","2026-05-29","",""
"SpotSkunkIowa.pdf","pdfs/extant_to_ingest/toadd/SpotSkunkIowa.pdf","extant_pdf","pdf","769","unknown","queued","",NA,"","2026-05-29","",""
"StoatItaly.pdf","pdfs/extant_to_ingest/toadd/StoatItaly.pdf","extant_pdf","pdf","175","unknown","queued","",NA,"","2026-05-29","",""
"SwanYellowstone.pdf","pdfs/extant_to_ingest/toadd/SwanYellowstone.pdf","extant_pdf","pdf","1129","unknown","queued","",NA,"","2026-05-29","",""
"Tegu_Diet_Brazil.pdf","pdfs/extant_to_ingest/toadd/Tegu_Diet_Brazil.pdf","extant_pdf","pdf","3317","unknown","queued","",NA,"","2026-05-29","",""
"test.pdf","pdfs/extant_to_ingest/toadd/test.pdf","extant_pdf","pdf","3","unknown","queued","",NA,"","2026-05-29","",""
"Tupinambis.pdf","pdfs/extant_to_ingest/toadd/Tupinambis.pdf","extant_pdf","pdf","219","unknown","queued","",NA,"","2026-05-29","",""
"Tytonovaehollandae_nomasses.pdf","pdfs/extant_to_ingest/toadd/Tytonovaehollandae_nomasses.pdf","extant_pdf","pdf","674","pellet","queued","",NA,"","2026-05-29","",""
"TytosoumagneiMadagascar.pdf","pdfs/extant_to_ingest/toadd/TytosoumagneiMadagascar.pdf","extant_pdf","pdf","654","pellet","queued","",NA,"","2026-05-29","",""
"Tytotenebrisco_nopreymassesyesowlmasses.pdf","pdfs/extant_to_ingest/toadd/Tytotenebrisco_nopreymassesyesowlmasses.pdf","extant_pdf","pdf","399","pellet","queued","",NA,"","2026-05-29","",""
"Varanus_bengalensis_DietSriLanka_DUP2019.pdf","pdfs/_processed/extant_pdf/Varanus_bengalensis_DietSriLanka_DUP2019.pdf","extant_pdf","pdf","3787","unknown","superseded","",NA,"","2026-05-29","2026-05-29","older 2019 duplicate of ai_found/Varanus_bengalensis_DietSriLanka.pdf (curated 2025 copy); retired to avoid double-counting"
"Varanus_bengalensis_DietSriLanka.pdf","pdfs/extant_to_ingest/ai_found/Varanus_bengalensis_DietSriLanka.pdf","extant_pdf","pdf","3768","unknown","queued","",NA,"","2026-05-29","",""
"Varanus_bitatawa.pdf","pdfs/extant_to_ingest/toadd/Varanus_bitatawa.pdf","extant_pdf","pdf","2040","unknown","queued","",NA,"","2026-05-29","",""
"Varanus_LahugalaSriLanka.pdf","pdfs/extant_to_ingest/ai_found/Varanus_LahugalaSriLanka.pdf","extant_pdf","pdf","3813","unknown","queued","",NA,"","2026-05-29","",""
"Varanus_varius.pdf","pdfs/extant_to_ingest/toadd/Varanus_varius.pdf","extant_pdf","pdf","1703","unknown","queued","",NA,"","2026-05-29","",""
"Varanus.pdf","pdfs/extant_to_ingest/toadd/Varanus.pdf","extant_pdf","pdf","33","unknown","queued","",NA,"","2026-05-29","",""
"VulturesMaryland.pdf","pdfs/extant_to_ingest/toadd/VulturesMaryland.pdf","extant_pdf","pdf","1100","unknown","queued","",NA,"","2026-05-29","",""
"WildDog.pdf","pdfs/extant_to_ingest/toadd/WildDog.pdf","extant_pdf","pdf","133","unknown","queued","",NA,"","2026-05-29","",""
"Wolf2004.pdf","pdfs/extant_to_ingest/toadd/Wolf2004.pdf","extant_pdf","pdf","215","unknown","queued","",NA,"","2026-05-29","",""
"WolfCoyoteAZ.pdf","pdfs/extant_to_ingest/toadd/WolfCoyoteAZ.pdf","extant_pdf","pdf","204","unknown","queued","",NA,"","2026-05-29","",""
"WolfEstonia1998.pdf","pdfs/extant_to_ingest/toadd/WolfEstonia1998.pdf","extant_pdf","pdf","637","unknown","queued","",NA,"","2026-05-29","",""
"WolfEstonia2012.pdf","pdfs/extant_to_ingest/toadd/WolfEstonia2012.pdf","extant_pdf","pdf","1464","unknown","queued","",NA,"","2026-05-29","",""
"WolfFoxMediterranean1993.pdf","pdfs/extant_to_ingest/toadd/WolfFoxMediterranean1993.pdf","extant_pdf","pdf","1256","unknown","queued","",NA,"","2026-05-29","",""
"WolfGermany.pdf","pdfs/extant_to_ingest/toadd/WolfGermany.pdf","extant_pdf","pdf","454","unknown","queued","",NA,"","2026-05-29","",""
"WolfItaly2003.pdf","pdfs/extant_to_ingest/toadd/WolfItaly2003.pdf","extant_pdf","pdf","225","unknown","queued","",NA,"","2026-05-29","",""
"WolfItaly2011_sourceforMoreWolfPapers.pdf","pdfs/extant_to_ingest/toadd/WolfItaly2011_sourceforMoreWolfPapers.pdf","extant_pdf","pdf","931","unknown","queued","",NA,"","2026-05-29","",""
"WolfMongolia2004.pdf","pdfs/extant_to_ingest/toadd/WolfMongolia2004.pdf","extant_pdf","pdf","426","unknown","queued","",NA,"","2026-05-29","",""
"WolfPortugal2000.pdf","pdfs/extant_to_ingest/toadd/WolfPortugal2000.pdf","extant_pdf","pdf","86","unknown","queued","",NA,"","2026-05-29","",""
"WolfVancouverIsland.pdf","pdfs/extant_to_ingest/toadd/WolfVancouverIsland.pdf","extant_pdf","pdf","769","unknown","queued","",NA,"","2026-05-29","",""
"WolverineAlaska.pdf","pdfs/extant_to_ingest/toadd/WolverineAlaska.pdf","extant_pdf","pdf","374","unknown","queued","",NA,"","2026-05-29","",""
"WolverineNorway.pdf","pdfs/extant_to_ingest/toadd/WolverineNorway.pdf","extant_pdf","pdf","746","unknown","queued","",NA,"","2026-05-29","",""
"WolvesCougarMontana.pdf","pdfs/extant_to_ingest/toadd/WolvesCougarMontana.pdf","extant_pdf","pdf","1984","unknown","queued","",NA,"","2026-05-29","",""
"WOS000175683300010.pdf","pdfs/extant_to_ingest/toadd/WOS000175683300010.pdf","extant_pdf","pdf","460","unknown","queued","",NA,"","2026-05-29","",""
"004_repenomousgut.pdf","pdfs/fossil_cases/004_repenomousgut.pdf","fossil_pdf","pdf","387","","queued","",NA,"","2026-05-29","",""
"005_sinosauropteryxgut.pdf","pdfs/fossil_cases/005_sinosauropteryxgut.pdf","fossil_pdf","pdf","2679","","queued","",NA,"","2026-05-29","",""
"008_ankylosaurgut.pdf","pdfs/fossil_cases/008_ankylosaurgut.pdf","fossil_pdf","pdf","1952","","queued","",NA,"","2026-05-29","",""
"009_confuciusornisdiet.pdf","pdfs/fossil_cases/009_confuciusornisdiet.pdf","fossil_pdf","pdf","162","","queued","",NA,"","2026-05-29","",""
"011_Kseaturtlediet.pdf","pdfs/fossil_cases/011_Kseaturtlediet.pdf","fossil_pdf","pdf","148","","queued","",NA,"","2026-05-29","",""
"012_piscivoravisdiet.pdf","pdfs/fossil_cases/012_piscivoravisdiet.pdf","fossil_pdf","pdf","416","","queued","",NA,"","2026-05-29","",""
"baurusuchid.PDF","pdfs/fossil_cases/baurusuchid.PDF","fossil_pdf","pdf","3122","","queued","",NA,"","2026-05-29","",""
"Qiu_etal_2025_NSR_Huadanosaurus_gut.pdf","pdfs/_processed/fossil_pdf/Qiu_etal_2025_NSR_Huadanosaurus_gut.pdf","fossil_pdf","pdf","2694","gut","done","data/fossil_diet_extractions.csv","2","16-17","2026-05-29","2026-05-29","Huadanosaurus sinensis (new compsognathid-like theropod) gut = 2 mammals (eutriconodont + eutherian); Yixian ~125Ma; masses PENDING (predator Benson from femur 105.69mm; prey unmeasured)"
"sciadv.adi0505.pdf","pdfs/fossil_cases/sciadv.adi0505.pdf","fossil_pdf","pdf","2204","","queued","",NA,"","2026-05-29","",""
"White_etal_2022_Confractosuchus_gut.pdf","pdfs/_processed/fossil_pdf/White_etal_2022_Confractosuchus_gut.pdf","fossil_pdf","pdf","8339","gut","done","data/fossil_diet_extractions.csv","1","14","2026-05-29","2026-05-29","Confractosuchus sauroktonos croc gut + juv ornithopod (1.0-1.7kg); predator mass PENDING"
"x_000_compsognathus_2017_Conrad.pdf","pdfs/fossil_cases/x_000_compsognathus_2017_Conrad.pdf","fossil_pdf","pdf","8676","","queued","",NA,"","2026-05-29","",""
"x_001_coelophysisgut_done.pdf","pdfs/_processed/fossil_pdf/x_001_coelophysisgut_done.pdf","fossil_pdf","pdf","358","gut","done","data/fossil_predprey.csv",NA,"","2026-05-29","","Coelophysis bauri ate Hesperosuchus (Rinehart/Nesbitt); in fossil_predprey.csv"
"x_002_microraptordietfish_done.pdf","pdfs/_processed/fossil_pdf/x_002_microraptordietfish_done.pdf","fossil_pdf","pdf","686","gut","done","data/fossil_predprey.csv",NA,"","2026-05-29","","Microraptor gui ate fish (Xing et al 2013); in fossil_predprey.csv"
"x_003_microratprodietbird_done.pdf","pdfs/_processed/fossil_pdf/x_003_microratprodietbird_done.pdf","fossil_pdf","pdf","722","gut","done","data/fossil_predprey.csv",NA,"","2026-05-29","","Microraptor gui ate Enantiornithes bird (O'Connor et al 2011); in fossil_predprey.csv"
"x_004_anchiornis_diets.pdf","pdfs/fossil_cases/x_004_anchiornis_diets.pdf","fossil_pdf","pdf","2780","","queued","",NA,"","2026-05-29","",""
"x_005_Sinocalliopteryxdiet.pdf","pdfs/fossil_cases/x_005_Sinocalliopteryxdiet.pdf","fossil_pdf","pdf","1465","","queued","",NA,"","2026-05-29","",""
"x_006_HurumetalSinoDiet.pdf","pdfs/fossil_cases/x_006_HurumetalSinoDiet.pdf","fossil_pdf","pdf","1462","","queued","",NA,"","2026-05-29","",""
"x_008_FightingDinosaurs_Carpenter.pdf","pdfs/fossil_cases/x_008_FightingDinosaurs_Carpenter.pdf","fossil_pdf","pdf","3176","","queued","",NA,"","2026-05-29","",""
"x_009_daspletosaurusgut.pdf","pdfs/fossil_cases/x_009_daspletosaurusgut.pdf","fossil_pdf","pdf","304","","queued","",NA,"","2026-05-29","",""
"x_010_Scipionyx.pdf","pdfs/fossil_cases/x_010_Scipionyx.pdf","fossil_pdf","pdf","27679","","queued","",NA,"","2026-05-29","",""
"x_011_Sinosauropteryx.pdf","pdfs/fossil_cases/x_011_Sinosauropteryx.pdf","fossil_pdf","pdf","4522","","queued","",NA,"","2026-05-29","",""
"Campione_et_al-2014-Methods_in_Ecology_and_Evolution.pdf","pdfs/reference/Campione_et_al-2014-Methods_in_Ecology_and_Evolution.pdf","reference","pdf","921","","queued","",NA,"","2026-05-29","",""
"Heckert_A_2009_Paleo_Coelophysis_monograph.pdf","pdfs/reference/Heckert_A_2009_Paleo_Coelophysis_monograph.pdf","reference","pdf","260027","","queued","",NA,"","2026-05-29","",""
"Ostrom_1978.pdf","pdfs/reference/Ostrom_1978.pdf","reference","pdf","39818","","queued","",NA,"","2026-05-29","",""
"PredatorPreyFossilBook.pdf","pdfs/reference/PredatorPreyFossilBook.pdf","reference","pdf","71084","","queued","",NA,"","2026-05-29","",""
"quadrapedMass.pdf","pdfs/reference/quadrapedMass.pdf","reference","pdf","873","","queued","",NA,"","2026-05-29","",""
